line,arg_abs_removal,intI1_abs_removal,arg_norm_removal,intI1_norm_removal,biomass_vs_selective_gap
CW,2.0005522080397227,2.2580411188936904,0.5541528879544961,0.8116417988084637,1.4463993200852265
GAC,0.9456559852912113,0.9398405648470827,0.2984575973446448,0.2926421769005161,0.6471983879465666
AOP,1.5156357765280908,0.46347253894236184,1.1066210129647074,0.054457775378978446,0.4090147635633834
