line,mean_abs_removal,mean_norm_removal,intI1_abs_removal,intI1_norm_removal
CW,2.0005522080397227,0.5541528879544961,2.2580411188936904,0.8116417988084637
AOP,1.5156357765280908,1.1066210129647076,0.46347253894236184,0.054457775378978446
GAC,0.9456559852912113,0.29845759734464483,0.9398405648470827,0.2926421769005161
