line,metric,mean,sd,n,t_ci_lo,t_ci_hi,boot_ci_lo,boot_ci_hi,p_vs_zero
CW,ARG_abs,2.0005522080397222,1.3002239654981713,4,-0.0683942694807711,4.069498685560216,0.8471146988704429,2.9182120097736988,0.05425309489678106
CW,ARG_norm,0.5541528879544961,0.4523148279928943,4,-0.16558093863101497,1.2738867145400072,0.20195348006436606,0.9155037378800668,0.09165518701946367
CW,intI1_norm,0.8116417988084637,0.6708804705280491,4,-0.25587873855102905,1.8791623361679564,0.25108390653088986,1.3721996910860377,0.09420000016930782
GAC,ARG_abs,0.9456559852912112,0.7114782669665181,4,-0.18646470570741425,2.0777766762898366,0.3151923662762667,1.5080974153129927,0.0764505428451867
GAC,ARG_norm,0.29845759734464483,0.633973432760855,4,-0.7103356070242612,1.307250801713551,-0.20876256235612345,0.8818229846102337,0.4158857208389205
GAC,intI1_norm,0.2926421769005161,0.5042530344167011,4,-0.5097369262532483,1.0950212800542805,-0.07691452171265617,0.7353665285826956,0.3297358611257014
AOP,ARG_abs,1.5156357765280908,0.7492048275752148,4,0.32348370881936095,2.7077878442368206,0.9137964203184155,2.0962269431075313,0.027181767743017407
AOP,ARG_norm,1.1066210129647074,0.4778821701840437,4,0.3462038395331224,1.8670381863962924,0.7200063562061567,1.493235669723258,0.018961256880851905
AOP,intI1_norm,0.054457775378978446,0.20497849394774192,4,-0.27170874998432665,0.38062430074228354,-0.11561023759551828,0.22452578835347517,0.6320023182925854
