formula,coefficient,std_error,p_value,ci_low,ci_high,r_squared,adjusted_r_squared,n
d_arg_t1 ~ d_mge_t,12.482539,26.636745,0.64849020,-46.144541,71.109618,0.019573,-0.069556,13
